Electrical Conductivity (dS/m),Moisture (%),pH,Temperature (°C),Salinity (ppm),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Soil Type,Crop Type,Fertilizer
1.53,19,5.606620346,21.14011423,342,22.7182355,11,71,24,Loamy,kidneybeans,DAP
0.28,7.3,7.240988401,23.33375853,852,64.50515776,0,74,17,Clayey,lentil,DAP
1.27,16.6,5.852038202,26.1055118,611,91.52421214,23,7,34,Clayey,coconut,Ammonium Sulphate
1.45,29.1,5.669489065,22.71271308,948,90.45261746,2,143,196,Clayey,apple,Urea
0.86,32.1,4.66910839,30.02086169,654,46.78393776,7,28,35,Sandy,mango,Potash
1.56,11.1,7.012740397,27.60887393,194,86.13316408,4,36,22,Loamy,mungbean,DAP
0.27,7,5.843163161,28.65003945,325,82.68752542,118,88,52,Loamy,banana,DAP
0.29,31.3,5.180271502,34.87248659,617,38.83786012,20,77,23,Sandy,pigeonpeas,DAP
2.09,16.7,6.438668989,22.30318989,313,92.15987039,21,29,12,Sandy,orange,NPK
1.03,21.3,6.538006356,24.21495706,817,84.20576992,118,15,45,Sandy,watermelon,Urea
0.49,34,6.014572075,23.78756036,166,74.36794079,80,43,43,Sandy,jute,Urea
1.4,7,5.590236025,25.56703012,495,75.94067692,100,76,45,Sandy,banana,Urea
1.97,24.4,7.120032489,29.89129144,711,80.14487166,30,37,25,Clayey,mungbean,Urea
0.7,7.2,7.167092586,23.32293161,111,53.00366334,84,27,29,Loamy,coffee,Urea
1.63,16.3,5.838508699,25.87682261,336,45.96341933,2,51,17,Sandy,mothbeans,Ammonium Sulphate
0.4,29.1,6.988035315,22.92052307,933,85.12912161,22,26,38,Clayey,pomegranate,DAP
0.32,18,6.624966131,18.39759147,869,36.82639309,14,74,19,Sandy,pigeonpeas,Ammonium Sulphate
1.42,34.9,7.009180374,24.94467632,498,94.25702672,36,24,41,Clayey,pomegranate,NPK
1.44,21.8,6.166173834,35.39986338,506,49.45962621,26,37,30,Sandy,mango,Potash
1.67,14.6,6.363472208,23.43191632,948,80.56887849,91,56,37,Loamy,rice,DAP
1.87,11.6,6.743417121,23.52648086,579,68.44030686,105,18,35,Sandy,coffee,NPK
2.44,15.5,6.613341343,23.28081,746,74.27607475,75,36,44,Sandy,jute,Ammonium Sulphate
1.39,16.2,6.381201909,19.74213321,321,59.66263104,83,58,23,Loamy,maize,Potash
0.94,7.1,6.624966131,18.39759147,255,36.82639309,14,74,19,Loamy,pigeonpeas,NPK
2.03,16.1,5.728233081,21.18853178,753,19.63438599,10,55,23,Sandy,kidneybeans,Potash
0.82,18.9,6.158164422,29.21144871,527,84.70189923,85,89,51,Loamy,banana,NPK
1.21,26.7,6.192360003,19.32666088,257,68.034493,81,45,23,Loamy,maize,Ammonium Sulphate
0.38,24.7,5.811975094,23.34467359,515,90.37981478,19,122,202,Clayey,apple,Potash
0.26,26.3,6.727468157,26.90435747,425,86.25426228,81,16,45,Loamy,watermelon,NPK
2.41,5.3,5.734317007,15.99050693,470,81.23966573,11,132,197,Loamy,grapes,Ammonium Sulphate
2.12,11.5,5.418475257,32.6112614,443,47.74916499,18,26,31,Sandy,mango,DAP
1.8,24.9,6.524114355,31.32863689,361,47.59319575,7,31,27,Sandy,mango,Ammonium Sulphate
1.14,19.5,5.954626604,29.73770045,382,47.54885174,2,40,27,Clayey,mango,Ammonium Sulphate
0.6,5.2,7.01285529,30.32992227,949,65.62971858,33,77,21,Sandy,blackgram,DAP
0.56,29.1,5.706943251,26.08867875,955,80.37979919,68,57,43,Loamy,rice,Ammonium Sulphate
0.78,28.2,5.783425416,20.12373284,328,24.45202552,9,77,17,Loamy,kidneybeans,DAP
1.46,21.5,6.946636369,25.78720567,987,82.11124033,86,59,35,Loamy,rice,DAP
1.84,7,6.231662767,27.02269204,379,95.71935435,1,6,35,Sandy,coconut,DAP
1.72,28,6.87606733,26.20234499,969,80.38266489,100,18,52,Loamy,watermelon,NPK
0.84,22.5,6.320768488,27.8262623,389,88.73100226,23,59,25,Loamy,mungbean,Potash
2.4,28.5,6.576418207,25.61707368,779,63.4711755,87,54,20,Clayey,maize,NPK
1.9,27.6,8.639586199,27.96583691,146,61.34900107,22,51,16,Clayey,mothbeans,DAP
1.48,29.1,6.47444292,23.33844615,814,59.24580604,61,59,17,Clayey,maize,Potash
1.61,20.5,6.439071996,20.27317074,313,63.91281869,87,60,23,Sandy,maize,Potash
1.17,9.2,6.496934492,23.65167552,857,94.50528753,36,144,196,Loamy,apple,DAP
0.77,25.1,6.313197204,26.21009246,123,82.34429458,114,79,51,Loamy,banana,Potash
1.02,23.6,5.269504214,35.45790488,420,68.75810535,33,58,24,Loamy,pigeonpeas,Potash
1.94,27.3,7.561143224,15.63211033,373,94.25966183,4,13,6,Clayey,orange,NPK
0.23,10.1,6.401455706,29.86860065,655,85.99127934,2,47,15,Loamy,mungbean,Potash
0.47,10.8,6.012696655,25.36059237,943,75.03193255,101,70,48,Loamy,banana,DAP
0.31,31.7,5.935745417,21.40865769,412,83.3293191,60,55,45,Loamy,rice,Urea
0.29,27.5,6.685346424,24.51588066,462,83.5352163,89,54,38,Loamy,rice,Urea
2.17,32.2,5.86390397,17.30844532,767,20.01730914,13,69,19,Loamy,kidneybeans,Urea
1.82,27.8,7.954629324,25.03149561,479,82.21276599,125,39,21,Sandy,cotton,DAP
1.29,22.9,5.064613314,31.86641378,810,52.19331595,30,28,30,Loamy,mango,Urea
0.43,24.6,7.488014404,23.31410442,773,71.4509053,74,49,38,Sandy,jute,NPK
1.33,31.7,6.190757459,26.33544853,569,76.8532006,114,94,53,Loamy,banana,DAP
1.29,22.4,7.887658711,25.54249137,845,56.96640758,22,42,22,Sandy,mothbeans,DAP
0.6,24,6.397636709,28.2753171,774,82.76020821,7,60,25,Loamy,mungbean,DAP
1.2,9.7,6.106500787,26.84366082,215,83.85039964,108,23,51,Loamy,watermelon,Potash
1.12,19.2,6.067665498,27.3506296,704,94.2911951,87,21,52,Loamy,muskmelon,Potash
1.62,26.5,5.684995235,23.98598756,141,93.34236582,1,27,36,Loamy,pomegranate,Potash
1.66,13.1,5.794158504,21.81167649,895,23.20591245,27,59,22,Clayey,kidneybeans,Ammonium Sulphate
0.3,11.1,6.438008153,28.92705913,478,91.39356832,83,15,49,Loamy,muskmelon,NPK
1.06,14.4,5.956027059,30.7645515,821,47.93791463,22,18,31,Sandy,mango,DAP
1.64,12.2,6.54803469,25.17885316,305,68.93307305,24,70,16,Clayey,lentil,DAP
1.36,11.4,8.868741443,18.65054116,565,17.80852431,38,60,76,Clayey,chickpea,Potash
2.17,17.7,6.74398035,19.59221047,831,61.28633405,22,60,18,Loamy,lentil,DAP
1.71,32.2,6.494251024,28.47090661,379,94.79453182,84,21,55,Sandy,muskmelon,DAP
0.57,20.2,6.47444292,23.33844615,747,59.24580604,61,59,17,Sandy,maize,Urea
0.36,10.6,5.793260262,25.85036988,717,81.95580471,90,86,52,Clayey,banana,DAP
1.68,7.3,6.347929353,28.98039357,217,57.23265151,27,72,17,Sandy,pigeonpeas,Ammonium Sulphate
0.26,25.9,6.702424548,38.72382798,336,91.72514851,58,67,45,Loamy,papaya,Potash
1.55,16.5,6.40077205,29.82729394,408,90.79007335,87,6,45,Loamy,muskmelon,NPK
2.36,29.7,5.779032666,25.79490531,555,93.84150618,37,5,34,Loamy,coconut,NPK
1.52,24.8,7.722335992,25.40474421,999,65.8567539,31,60,24,Loamy,lentil,Urea
1.09,28.9,5.949949081,17.84806561,574,18.77621951,26,65,22,Loamy,kidneybeans,NPK
1.68,13.2,5.374358869,19.25100056,199,47.70351758,4,69,19,Clayey,pigeonpeas,NPK
1.25,25.8,6.436160044,24.54757829,360,57.3414485,14,75,24,Loamy,pigeonpeas,Potash
1.45,12.9,7.408939392,25.66901098,404,92.04670813,5,23,15,Loamy,orange,Potash
2.37,33.2,6.967843048,18.2356751,453,19.68538502,46,76,77,Clayey,chickpea,Ammonium Sulphate
1.09,24.1,6.991626158,33.83508569,385,92.85470152,70,68,45,Clayey,papaya,Urea
2.41,14.7,6.331051715,26.00175125,427,94.79998418,2,30,30,Clayey,coconut,NPK
2.28,13.1,6.476757723,24.97256132,202,82.72828653,40,143,201,Sandy,grapes,Ammonium Sulphate
0.65,10.7,7.466900683,25.5674832,162,60.49244602,83,21,28,Sandy,coffee,Urea
0.36,25.8,7.432768147,26.98582182,786,89.05587886,63,47,35,Loamy,jute,NPK
0.43,11.6,6.979590627,26.22367404,381,62.26594559,87,23,28,Loamy,coffee,NPK
0.24,22.9,7.976607593,19.46233971,540,15.22538951,43,66,79,Loamy,chickpea,Potash
0.42,12.9,6.205931638,25.06871967,392,93.31410447,32,11,31,Sandy,coconut,DAP
1.77,24.9,5.453592032,25.2827223,837,80.54372813,67,58,39,Loamy,rice,Urea
0.36,29.4,7.064790365,19.62416326,106,18.71483156,29,75,75,Loamy,chickpea,NPK
0.93,28.3,7.01285529,30.32992227,738,65.62971858,33,77,21,Sandy,blackgram,Urea
2.14,27.8,6.297907579,24.692258,191,93.87030088,5,24,40,Clayey,pomegranate,Ammonium Sulphate
0.25,10.6,5.710819862,22.53779727,289,91.48135786,24,142,202,Sandy,apple,Ammonium Sulphate
2.07,7.7,6.538006356,24.21495706,970,84.20576992,118,15,45,Loamy,watermelon,DAP
0.85,26,7.326980454,32.63918668,575,61.3009051,44,77,21,Sandy,blackgram,NPK
0.47,16.1,6.257369799,29.90888522,610,76.98740841,96,86,51,Clayey,banana,Potash
1.8,18,6.742490027,26.05375792,561,93.69111672,58,55,47,Clayey,papaya,NPK
1.65,5.9,6.765094964,25.28784623,152,89.63667876,97,12,47,Clayey,watermelon,Urea
2.22,12.8,7.840207144,23.00445915,853,82.3207629,60,55,44,Clayey,rice,Ammonium Sulphate
1.89,6,5.718120393,28.98545306,585,90.73966792,27,30,31,Clayey,coconut,Urea
2.05,31.4,6.196907944,32.31944397,743,93.67804556,16,29,13,Clayey,orange,DAP
0.85,12.3,7.069172227,26.92995077,589,81.91411159,93,53,38,Loamy,rice,Ammonium Sulphate
0.61,21.7,6.946354724,11.50322938,463,94.8933184,11,14,5,Loamy,orange,Potash
1.93,6.2,5.269504214,35.45790488,211,68.75810535,33,58,24,Sandy,pigeonpeas,Ammonium Sulphate
2.06,25,6.662244646,25.86475496,508,86.67468041,88,5,47,Loamy,watermelon,NPK
2.48,14.7,6.419536555,23.96436009,106,78.02763149,111,53,19,Clayey,cotton,NPK
1.15,31.9,6.030447288,24.30935081,841,56.32938343,22,44,24,Loamy,mothbeans,Ammonium Sulphate
1.06,31.6,7.272427638,24.84918386,767,68.98088448,10,70,19,Sandy,lentil,DAP
1.99,14.8,6.48754639,16.36251869,296,83.00471609,32,129,201,Clayey,grapes,NPK
0.98,32,6.324270089,29.10403455,934,79.19588629,88,78,45,Loamy,banana,NPK
2.34,34.9,6.139215944,26.58972517,975,66.14007674,6,59,21,Loamy,lentil,Potash
2.17,29.8,6.706053225,28.05380704,834,91.81758779,80,18,51,Sandy,muskmelon,Ammonium Sulphate
1.19,30.3,6.253034534,39.64851881,466,82.21079946,2,123,198,Clayey,grapes,NPK
1.93,12.5,7.124050134,26.24532085,349,72.97198375,89,40,43,Sandy,jute,DAP
1.94,22.3,6.254028451,21.0525355,694,82.67839517,83,41,43,Clayey,rice,Urea
0.44,7,6.175492306,25.46228792,339,81.56641891,112,54,15,Clayey,cotton,Ammonium Sulphate
2.28,7.8,6.528631266,25.00933355,479,67.816568,78,58,15,Loamy,maize,Potash
1.36,35,6.593961761,28.57006111,971,65.71765781,33,80,22,Sandy,blackgram,NPK
2.1,14.8,5.870600622,11.02105378,934,80.55557235,31,144,202,Sandy,grapes,DAP
0.94,27.4,7.561108006,17.18248372,570,16.42891834,47,80,77,Sandy,chickpea,Ammonium Sulphate
2.26,29.2,5.934136378,23.44260668,874,22.77255917,20,69,15,Clayey,kidneybeans,DAP
1.1,30.7,4.691396195,32.38697531,800,53.2328243,2,38,33,Sandy,mango,DAP
0.22,34.9,6.218571874,28.84270971,554,99.64328526,15,28,32,Clayey,coconut,Potash
2.28,12.2,7.545258424,19.2582557,465,14.2804191,42,74,83,Sandy,chickpea,Ammonium Sulphate
0.41,6.2,7.306918817,25.49848236,389,79.9751579,131,49,22,Sandy,cotton,NPK
0.93,17.3,6.839443833,29.20300896,973,93.96834049,33,47,46,Loamy,papaya,Potash
2.39,8.9,6.945562889,24.12188673,502,90.72351622,22,17,5,Sandy,orange,NPK
2.39,5.7,6.13428721,24.8972823,157,80.52586088,91,35,38,Loamy,rice,Urea
1.52,15.8,5.497946899,34.58561471,620,50.34035336,9,38,25,Loamy,mango,DAP
1.65,28.5,6.608667684,43.67549305,403,93.10887229,59,62,52,Clayey,papaya,Urea
1.23,22,6.322396027,24.45840036,214,86.10874614,40,11,44,Sandy,pomegranate,DAP
0.87,14.4,5.855457599,25.60033702,309,99.7240104,21,20,31,Sandy,coconut,Potash
0.96,24.6,6.189213927,26.63838589,140,84.69546874,110,7,45,Sandy,watermelon,NPK
1.75,12,7.101661011,25.59535262,915,57.72920846,100,24,28,Loamy,coffee,NPK
1.93,5.4,6.452006451,28.7420098,272,85.81675947,31,53,16,Sandy,mungbean,Potash
2.02,27.9,5.547594847,26.37978453,333,91.49882979,20,28,26,Clayey,coconut,Ammonium Sulphate
2.02,23.7,6.107741788,19.6491772,892,80.15215777,35,125,204,Clayey,grapes,Urea
0.41,27.9,5.261285926,30.43683729,983,55.20522037,40,45,18,Sandy,mothbeans,Urea
1.34,6.2,5.685889066,26.29644905,689,99.65809151,19,15,34,Loamy,coconut,NPK
0.33,30.1,9.926212291,25.50634557,719,44.8302551,7,45,22,Clayey,mothbeans,NPK
1.46,23.6,6.87606733,26.20234499,892,80.38266489,100,18,52,Clayey,watermelon,NPK
1.22,21.9,5.50158009,28.97318719,502,98.09861043,8,15,33,Loamy,coconut,Potash
2.24,23.7,6.919342407,39.73149053,138,91.12220596,70,54,46,Clayey,papaya,Ammonium Sulphate
1.01,30.9,7.095413294,23.09499564,218,78.45959697,78,46,42,Loamy,jute,Urea
0.47,22.6,6.489040367,22.53510514,434,67.99257471,84,57,25,Clayey,maize,DAP
0.53,22.4,6.088885814,29.26092798,435,92.92367701,116,25,50,Loamy,muskmelon,Potash
1.95,34.7,8.719960893,20.19137759,638,16.41998269,53,65,76,Clayey,chickpea,Urea
1.62,27.7,5.617008201,34.53823889,715,39.04468913,36,61,21,Sandy,pigeonpeas,Ammonium Sulphate
0.43,18.3,6.377568542,29.66461594,173,84.28187572,9,48,20,Clayey,mungbean,Potash
0.39,26.2,6.51075991,26.79489868,290,89.64815231,102,14,52,Clayey,watermelon,Urea
1.81,16.7,6.679127482,29.36488409,423,89.1886954,21,51,15,Sandy,mungbean,Potash
0.37,11.9,6.612429546,42.93605359,246,90.09448142,35,68,45,Sandy,papaya,Urea
2.09,22.9,7.239455147,20.95628486,866,63.68128841,14,69,19,Sandy,lentil,Urea
1.82,32.8,5.882155988,23.87192332,383,90.49939035,17,136,196,Sandy,apple,Ammonium Sulphate
0.39,32.9,6.35118177,26.65069302,312,57.56695719,107,38,29,Loamy,coffee,DAP
0.4,15.3,6.192360003,19.32666088,734,68.034493,81,45,23,Loamy,maize,Ammonium Sulphate
2.47,20.8,5.707488987,29.2440638,817,77.32017166,112,73,48,Clayey,banana,Urea
1.06,11.3,5.695422863,15.53834801,851,23.75560241,32,57,18,Clayey,kidneybeans,Potash
1.05,34.9,5.908770059,29.12036889,493,80.18080728,108,89,53,Clayey,banana,Ammonium Sulphate
2.07,34.4,6.403982316,20.62767492,438,14.44008871,32,71,85,Loamy,chickpea,DAP
2.38,24.5,7.887658711,25.54249137,897,56.96640758,22,42,22,Clayey,mothbeans,Urea
2.47,29.1,6.718725189,23.87484465,121,86.79261344,87,44,43,Clayey,jute,Ammonium Sulphate
1.93,26.5,6.385684214,23.30546753,870,63.24648023,67,35,22,Loamy,maize,Ammonium Sulphate
1.07,22.8,6.006085786,22.72767171,968,77.07598065,140,40,17,Clayey,cotton,Ammonium Sulphate
0.39,6.6,7.528599957,17.08498521,204,16.14565756,26,80,83,Loamy,chickpea,Ammonium Sulphate
1.99,18.6,6.910823945,26.20811417,565,52.50987966,85,33,25,Loamy,coffee,Potash
1.48,25.2,6.200111068,27.19711623,558,77.3970629,112,87,48,Sandy,banana,DAP
1.18,25.3,6.827812549,30.10773379,531,90.34546355,45,58,49,Sandy,papaya,DAP
2.28,16.2,7.187721818,28.49538735,869,60.44848407,25,71,24,Loamy,blackgram,Urea
0.46,33.3,6.078807239,29.70143197,815,95.65754365,3,23,30,Loamy,coconut,NPK
1.33,10,6.247040422,26.16985907,921,71.96246617,76,51,18,Sandy,maize,Potash
0.23,20,6.860602782,28.66086349,873,86.12194568,40,51,17,Clayey,mungbean,Urea
1.28,25.7,6.414526606,34.89226666,718,48.75613373,7,17,26,Clayey,mango,Urea
0.33,25.9,7.161865733,23.81579631,862,80.94023552,87,48,38,Clayey,jute,Ammonium Sulphate
0.47,24.5,7.641116569,25.78544484,320,75.00539324,123,44,21,Loamy,cotton,NPK
0.47,13.3,6.244841491,20.77576147,478,84.49774397,60,49,44,Sandy,rice,NPK
1.69,9.7,5.99812453,16.06522754,321,18.72479695,12,78,23,Clayey,kidneybeans,Potash
1.92,24.1,6.477768039,15.3246651,357,81.67215994,39,127,202,Sandy,grapes,NPK
1.54,23,6.065898283,26.50838667,812,86.84264005,72,41,36,Sandy,jute,Urea
2.41,10.4,6.471862118,29.49096726,466,67.10604388,21,74,15,Loamy,pigeonpeas,NPK
1.06,26.2,5.570290539,29.58748357,869,80.91934392,9,122,201,Clayey,grapes,NPK
0.86,18.7,6.034612928,24.83954414,448,86.88738076,31,11,45,Sandy,pomegranate,DAP
2.2,25,6.472774648,28.89409382,324,54.80750249,2,24,34,Loamy,mango,Urea
0.71,30.1,6.430010215,22.78133816,813,82.06719137,62,42,36,Loamy,rice,NPK
2.42,10.1,6.424670614,24.1469628,837,94.5110662,37,18,39,Loamy,pomegranate,NPK
0.23,5.6,6.653867608,24.24782473,335,83.03687902,120,7,47,Clayey,watermelon,Ammonium Sulphate
2.43,28.4,6.890760124,28.83600962,282,69.76112921,19,72,15,Clayey,lentil,NPK
0.3,23.3,5.594819626,21.14347496,811,80.33502926,99,54,37,Loamy,rice,NPK
2.25,26,6.271952833,25.51791333,968,94.38420565,0,19,31,Clayey,coconut,DAP
1.41,30.1,7.129136941,29.47741671,857,91.57802915,20,7,9,Clayey,orange,Urea
2.48,29.1,6.822586546,25.97482359,543,69.36385721,90,52,25,Sandy,maize,Potash
0.37,33.8,6.919342407,39.73149053,964,91.12220596,70,54,46,Loamy,papaya,Urea
1.47,21.1,6.313085601,17.66558428,722,82.92903419,6,140,205,Loamy,grapes,Ammonium Sulphate
2.43,19.7,5.996932037,17.88776475,105,15.40589717,39,58,85,Clayey,chickpea,Urea
1.4,17.1,6.61448588,25.84997269,335,84.16855231,126,37,21,Loamy,cotton,NPK
1.65,9.6,6.487369687,11.7976469,226,80.86325389,20,122,204,Loamy,grapes,Ammonium Sulphate
1.8,22.2,6.666380512,29.8596912,203,80.03499648,24,44,17,Loamy,mungbean,Urea
1.25,13.3,5.988992796,20.45078582,848,15.40312102,32,73,81,Clayey,chickpea,Ammonium Sulphate
1.64,32.6,6.156373499,27.50527651,579,80.79783998,80,71,47,Clayey,banana,Potash
1.54,22.5,7.163245982,34.51465139,254,93.63812684,31,8,7,Clayey,orange,Urea
2.27,22.8,6.781050373,27.08808014,356,93.42402083,84,18,46,Sandy,muskmelon,NPK
0.3,15.6,5.708418722,23.67287749,334,90.4935574,0,133,200,Loamy,apple,Ammonium Sulphate
0.85,6.6,7.63737841,22.92360984,599,82.68738535,101,37,18,Sandy,cotton,DAP
2.39,6,6.860602782,28.66086349,388,86.12194568,40,51,17,Clayey,mungbean,Ammonium Sulphate
2.25,17.7,7.549873681,26.46428311,609,83.85642678,78,40,38,Sandy,rice,DAP
1.25,7.5,5.655726817,19.33162606,651,24.13995025,12,61,19,Loamy,kidneybeans,NPK
1.63,23.2,6.574677594,39.30050027,899,94.16193416,61,51,51,Loamy,papaya,Potash
0.84,31.4,6.126019932,29.84070774,808,93.76312893,95,13,46,Clayey,muskmelon,DAP
0.63,31.5,6.342463714,29.69952329,884,95.21224392,31,13,33,Clayey,coconut,Potash
1.27,24.8,7.326980454,32.63918668,993,61.3009051,44,77,21,Sandy,blackgram,Ammonium Sulphate
1.01,11.3,6.182232762,25.03512351,875,95.89739958,7,15,32,Clayey,coconut,NPK
1.54,30.9,7.318802162,22.4204752,668,84.55794703,100,41,22,Sandy,cotton,DAP
0.38,31.6,6.14410903,29.10968327,397,92.43510994,91,13,47,Loamy,muskmelon,Ammonium Sulphate
2.44,10.9,5.955742971,28.03380598,709,95.01630593,22,11,29,Loamy,coconut,Urea
2.47,27.1,6.676578778,24.87212063,236,93.90560147,49,55,51,Loamy,papaya,Ammonium Sulphate
1.81,13.6,5.725418961,28.67208915,475,82.20793613,110,71,54,Loamy,banana,Potash
1.43,29.1,5.01450727,20.26707606,186,81.63895217,98,53,38,Loamy,rice,NPK
0.91,34.9,6.501521192,42.93368602,518,91.1756748,40,49,47,Sandy,papaya,NPK
2.07,5.9,4.193189124,25.97948991,853,64.95585424,4,47,20,Loamy,mothbeans,Ammonium Sulphate
1.77,31.9,5.977413803,33.56150184,298,45.53556603,25,22,25,Sandy,mango,Urea
0.57,23.7,9.93509073,28.69841277,562,61.14754363,35,52,15,Loamy,mothbeans,Potash
2.3,34.2,6.626503893,25.72668885,536,81.86171563,90,40,39,Sandy,jute,Ammonium Sulphate
2.09,19,4.74910393,27.81005614,409,51.59445462,20,30,27,Sandy,mango,Ammonium Sulphate
2.38,30.4,5.80766417,27.81251452,695,82.69285419,86,79,45,Sandy,banana,NPK
1.87,6.9,6.919243702,27.82592799,853,67.5861883,58,71,15,Clayey,blackgram,Potash
1.61,15.1,5.818219385,30.573999,380,58.22686794,24,37,21,Sandy,mothbeans,Urea
1.16,7,6.562832807,28.04943594,422,90.83130708,118,18,52,Sandy,muskmelon,NPK
2.35,34.3,6.430616465,21.63162756,863,60.27766379,74,48,17,Loamy,maize,Ammonium Sulphate
2.19,29.5,7.13147457,22.91843172,801,85.40695044,4,18,37,Sandy,pomegranate,NPK
0.3,30.6,5.698371311,18.31357543,251,24.32991649,7,56,18,Sandy,kidneybeans,NPK
0.26,33.1,7.073048264,29.27308605,401,89.4875022,20,41,20,Clayey,mungbean,DAP
1.07,7.6,5.6093956,24.80467592,377,40.1242747,16,70,20,Loamy,pigeonpeas,NPK
2.06,16.6,6.351823783,27.6496114,750,51.11044023,118,18,32,Clayey,coffee,NPK
2.47,7.1,6.484799661,27.87317436,787,91.14849627,80,18,52,Clayey,muskmelon,Potash
0.55,11.3,6.358740355,18.17234999,107,14.70085967,20,60,78,Clayey,chickpea,NPK
1.57,11.9,6.779984384,23.42611644,906,64.10651528,106,40,30,Sandy,coffee,Urea
1.08,19.1,7.88118645,25.74095321,334,45.38497051,38,56,25,Clayey,mothbeans,Ammonium Sulphate
2.43,13.1,6.868881708,24.38041875,774,61.18458224,3,63,16,Clayey,lentil,Potash
2.14,8,6.020445317,25.78749808,660,84.51194224,105,88,54,Loamy,banana,NPK
2.13,10,5.982854523,19.95991719,401,59.33157782,29,78,25,Loamy,pigeonpeas,Urea
1.28,9.4,7.033012777,27.33684386,137,88.50229102,11,60,23,Loamy,mungbean,Ammonium Sulphate
1.15,34.2,6.252797548,23.79746068,235,74.82913698,98,35,18,Loamy,maize,Potash
0.83,27.8,6.630646083,23.12808226,921,92.68328358,15,11,38,Clayey,pomegranate,Urea
0.33,34,7.167435834,30.64095781,520,61.14508627,52,58,16,Loamy,blackgram,NPK
2.19,18.2,6.419083092,29.34081108,318,94.5513539,114,8,52,Sandy,muskmelon,DAP
2.07,13.4,5.902103172,28.23416057,447,49.4421345,38,72,21,Clayey,pigeonpeas,DAP
2.5,28.9,6.07938452,36.75087487,907,58.25799145,17,64,18,Loamy,pigeonpeas,Potash
2.49,14.8,5.520880014,17.00067625,645,19.90790546,3,67,24,Clayey,kidneybeans,Urea
1.48,14,7.978996755,18.72649425,963,17.58406365,57,58,77,Loamy,chickpea,Ammonium Sulphate
1.97,12,5.395275719,35.7877738,178,51.94190321,12,31,26,Clayey,mango,Urea
2.37,8.9,5.391560418,30.50420876,847,35.48885969,13,73,20,Loamy,pigeonpeas,DAP
2.15,12.7,5.560224583,29.50304807,994,63.46513414,37,73,21,Sandy,pigeonpeas,Potash
0.77,15.7,6.313284268,28.234829,372,69.3159965,38,77,22,Loamy,lentil,NPK
1.24,25.2,6.721130543,34.28879307,260,93.61082872,36,59,46,Clayey,papaya,Urea
0.5,6.9,7.453106264,25.00755095,786,78.17952126,123,39,24,Clayey,cotton,DAP
2.39,11.3,6.044167236,13.8377282,977,91.74780462,32,18,13,Sandy,orange,Ammonium Sulphate
1.59,29.3,7.368258226,25.99237426,407,77.0543546,117,56,15,Clayey,cotton,Potash
0.73,9.4,7.124050134,26.24532085,473,72.97198375,89,40,43,Sandy,jute,NPK
1.74,15.3,7.321619041,23.5643831,832,79.46283115,66,58,35,Clayey,jute,Urea
1.62,30.9,6.127939628,22.21506982,108,76.17851932,127,53,24,Clayey,cotton,Ammonium Sulphate
1.02,9.6,6.105909623,29.05248036,900,93.92217834,100,6,53,Sandy,muskmelon,NPK
0.46,7.5,6.585872508,28.96017885,543,91.69532178,106,16,54,Clayey,muskmelon,DAP
1.74,19.5,6.224542938,27.23708304,212,82.94573346,6,142,202,Clayey,grapes,DAP
1.4,14.1,6.123802502,29.81196601,304,90.36881284,104,25,55,Sandy,muskmelon,Ammonium Sulphate
1.98,21.9,7.199106204,27.68167318,504,94.47316879,6,7,7,Loamy,orange,DAP
1.4,29.1,5.85971872,27.63834933,797,95.48763389,31,13,33,Sandy,coconut,Potash
2.16,9.1,6.010095853,29.66727337,952,83.51014178,109,91,53,Clayey,banana,Ammonium Sulphate
1.47,22.4,6.165001278,28.31193338,296,75.77363772,111,79,53,Loamy,banana,DAP
1.49,20.2,6.581693772,23.3250131,877,79.79609448,82,46,41,Loamy,jute,Urea
2.22,9.3,5.894027065,29.03065024,873,90.79093862,17,30,27,Loamy,coconut,DAP
1.13,23.7,6.560443519,26.6333118,859,84.31756844,95,14,50,Sandy,watermelon,Potash
0.51,13.2,7.405176138,28.38686534,214,61.88871127,28,65,23,Loamy,blackgram,NPK
0.27,19.6,6.545888558,18.19903647,220,17.41333199,24,56,85,Loamy,chickpea,NPK
1.94,7.5,6.63016515,28.28222883,752,91.37059792,43,50,48,Loamy,papaya,DAP
