Electrical_Conductivity_dS_m,Moisture_percent,pH,Temperature_C,Salinity_ppm,Humidity_percent,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Soil_Type,Crop_Type,Fertilizer
1.89,23.5,4.06,25.9,198.92,88.55,84.45,80.11,327.27,Loamy,Peanut,Ammonium Sulphate
1.63,20.94,8.93,36.71,164.71,50.93,117.23,17.33,357.85,Loamy,Tomato,Bone Meal
3.52,26.19,6.82,28.14,936.12,51.79,133.91,48.66,101.24,Sandy,Soybean,Superphosphate
2.33,26.72,6.99,36.74,1538.46,79.64,28.74,9.31,75.93,Clayey,Potato,Compost
3.74,24.41,7.7,32.16,474.15,38.46,147.94,5.26,294.29,Clayey,Tomato,Bone Meal
1.56,36.27,5.99,10.27,334.85,39.94,147.32,32.56,107.87,Sandy,Maize,DAP (Di-Ammonium Phosphate)
1.2,31.88,4.52,26.92,1500.78,38.21,29.98,28.04,390.88,Clayey,Rice,Compost
2.54,44.97,8.53,16.05,1305.38,61.31,57.03,53.24,390.13,Loamy,Potato,Potash
0.78,5.95,6.43,38.31,1345.9,30.25,11.58,75.37,135.28,Clayey,Potato,Potash
3.57,25.31,8.13,22.54,975.63,86.17,143.12,31.24,81.3,Loamy,Maize,Superphosphate
3.92,40.84,5.0,16.87,797.32,65.48,124.86,79.2,262.05,Sandy,Cotton,Bone Meal
3.1,46.19,5.31,14.45,1828.42,55.04,114.75,93.05,58.53,Sandy,Rice,Bone Meal
1.05,13.83,7.93,32.19,514.68,73.18,36.94,26.25,225.55,Loamy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
3.78,25.08,8.64,26.73,27.21,72.0,129.4,61.47,96.1,Loamy,Soybean,Superphosphate
1.69,12.14,7.25,20.82,1686.88,40.16,62.89,96.73,303.34,Sandy,Wheat,Potash
3.1,34.17,5.75,36.27,982.14,84.02,13.59,36.37,298.03,Sandy,Peanut,Ammonium Sulphate
0.67,39.3,4.1,30.83,1141.29,68.44,59.68,27.42,305.55,Sandy,Soybean,Superphosphate
3.12,26.5,6.71,33.91,1670.06,72.47,30.9,62.16,149.28,Loamy,Potato,Calcium Nitrate
2.32,48.45,4.7,39.76,1259.13,53.53,94.29,43.83,90.97,Loamy,Peanut,Urea
1.56,43.47,7.81,31.65,427.85,85.22,17.72,62.6,323.39,Clayey,Rice,Bone Meal
0.82,48.0,8.27,21.17,542.92,87.02,7.63,32.61,116.44,Loamy,Maize,Potash
1.84,12.26,7.11,16.51,86.43,84.3,121.42,40.6,478.33,Loamy,Soybean,Potash
2.21,21.95,5.06,36.06,846.03,61.39,91.75,24.43,388.89,Loamy,Rice,Compost
0.51,19.05,8.47,17.62,1758.37,56.2,15.28,25.88,289.86,Sandy,Soybean,Bone Meal
0.66,31.24,7.58,28.36,1261.51,77.02,129.99,84.54,382.92,Sandy,Wheat,Superphosphate
3.19,24.71,8.53,19.44,1438.34,86.02,88.66,7.99,354.63,Clayey,Tomato,Ammonium Sulphate
2.48,38.25,5.58,17.94,1910.83,78.66,145.33,84.42,261.65,Clayey,Peanut,Urea
3.11,24.31,6.43,34.57,1125.96,84.97,64.86,62.69,470.58,Clayey,Cotton,Bone Meal
1.09,15.85,8.49,33.82,1581.32,55.0,52.07,77.3,346.09,Loamy,Sugarcane,Ammonium Nitrate
2.07,49.95,5.02,26.8,822.45,80.69,147.98,13.96,162.01,Clayey,Maize,Potash
0.97,15.41,5.33,26.64,410.52,43.4,17.19,19.14,52.73,Loamy,Rice,Potash
0.87,11.35,6.47,36.67,912.48,69.75,15.29,23.51,60.44,Sandy,Soybean,Ammonium Nitrate
3.4,20.42,5.48,33.81,192.5,87.29,81.83,62.81,394.83,Sandy,Peanut,Ammonium Sulphate
2.35,41.84,5.1,13.93,1392.53,64.12,66.96,49.21,424.21,Clayey,Sugarcane,Ammonium Nitrate
1.06,35.77,5.97,18.54,26.89,63.61,113.41,12.5,190.88,Loamy,Rice,Superphosphate
2.81,22.71,6.09,12.25,1888.35,39.77,125.82,36.12,101.28,Clayey,Peanut,DAP (Di-Ammonium Phosphate)
3.96,27.85,8.26,25.21,822.09,79.94,48.73,40.41,198.53,Clayey,Maize,Urea
1.04,46.78,6.57,33.53,1181.97,51.74,129.75,90.18,455.64,Clayey,Potato,Compost
2.29,11.6,4.79,28.44,1690.21,55.39,46.26,27.84,263.64,Loamy,Maize,Ammonium Nitrate
2.6,45.43,4.27,28.46,962.71,89.81,124.21,7.1,292.21,Clayey,Rice,Ammonium Sulphate
2.08,48.05,7.45,23.45,440.26,45.47,83.11,94.27,474.87,Loamy,Cotton,Calcium Nitrate
3.31,18.42,6.41,31.95,1024.57,83.1,138.87,29.21,179.35,Loamy,Wheat,Calcium Nitrate
2.69,8.79,6.41,39.68,236.65,42.66,94.12,21.8,403.51,Clayey,Maize,Bone Meal
0.23,10.1,6.14,39.28,1688.81,39.52,70.09,98.69,499.08,Loamy,Wheat,DAP (Di-Ammonium Phosphate)
1.89,34.19,5.52,24.08,1320.01,73.98,139.1,26.07,164.04,Sandy,Tomato,Superphosphate
2.37,35.05,5.78,32.31,1671.9,72.45,52.97,90.13,341.58,Loamy,Potato,Calcium Nitrate
1.72,34.54,4.97,22.2,556.98,65.35,131.09,86.17,208.91,Loamy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
1.28,41.78,4.57,10.99,1165.44,72.76,52.68,32.78,158.36,Clayey,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
2.86,36.53,7.03,14.09,1917.81,68.74,103.17,70.79,307.09,Clayey,Peanut,Bone Meal
0.55,48.5,7.93,14.94,613.34,42.04,121.2,97.08,284.35,Loamy,Wheat,Compost
0.29,31.84,6.68,18.09,1573.98,87.5,33.01,98.9,99.01,Clayey,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
3.92,30.62,4.85,18.12,692.0,58.77,92.42,82.61,417.35,Loamy,Cotton,Bone Meal
2.38,25.67,6.32,29.19,1558.67,49.26,70.57,63.73,439.31,Clayey,Soybean,Potash
3.91,41.44,4.34,15.99,1318.26,84.36,37.53,59.68,304.43,Loamy,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
1.91,10.99,8.25,27.7,188.91,37.36,137.61,97.69,174.01,Loamy,Potato,Urea
0.91,9.51,6.83,18.68,530.68,45.56,68.21,70.58,210.76,Loamy,Peanut,Compost
3.18,31.86,7.43,27.7,1386.79,41.71,25.57,95.04,331.05,Loamy,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
3.86,8.55,6.19,18.16,1487.53,75.47,7.38,51.86,413.96,Clayey,Cotton,Ammonium Nitrate
2.29,48.27,6.98,16.27,140.39,39.83,39.62,88.22,109.51,Loamy,Soybean,Ammonium Sulphate
0.99,31.53,4.98,16.68,853.11,64.98,65.58,20.37,50.77,Loamy,Wheat,Compost
0.3,16.86,7.28,36.09,936.58,63.21,83.49,41.86,331.13,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
3.57,21.96,4.32,14.87,617.69,87.13,15.84,57.2,275.5,Loamy,Cotton,DAP (Di-Ammonium Phosphate)
2.82,49.48,8.18,20.34,1347.89,62.88,63.09,72.68,300.68,Clayey,Peanut,Urea
1.7,48.12,6.92,36.44,126.15,33.95,141.94,55.51,274.22,Loamy,Soybean,Compost
0.62,37.19,7.28,29.69,1981.83,76.6,145.74,38.06,211.88,Loamy,Rice,Compost
0.11,35.18,8.56,17.17,1682.62,51.7,77.6,66.38,67.63,Clayey,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
3.95,8.2,8.9,25.88,850.62,57.83,38.73,16.71,427.9,Loamy,Potato,Bone Meal
3.1,15.46,4.38,22.55,298.86,45.81,108.33,15.51,60.86,Loamy,Soybean,Ammonium Nitrate
2.78,18.64,6.16,31.89,481.02,84.31,56.89,53.47,74.28,Sandy,Peanut,Ammonium Nitrate
1.73,33.14,6.16,29.67,967.98,44.61,36.24,55.09,368.24,Sandy,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
0.24,8.41,6.84,31.97,1530.22,74.53,85.04,91.65,236.3,Sandy,Potato,Potash
3.82,36.97,7.4,26.94,814.18,45.1,117.06,67.4,217.41,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
1.69,33.43,5.58,39.98,902.41,86.06,47.01,50.29,473.79,Clayey,Rice,Ammonium Nitrate
1.24,11.59,8.03,31.53,987.6,70.82,98.54,11.91,306.03,Loamy,Maize,Compost
2.03,29.59,5.42,20.29,1311.9,68.05,142.63,48.1,61.41,Loamy,Maize,Bone Meal
3.53,14.37,8.35,34.18,501.09,47.1,25.08,87.29,435.9,Clayey,Soybean,Ammonium Sulphate
3.6,9.71,5.57,13.63,1226.99,84.02,127.09,66.22,462.93,Sandy,Peanut,Superphosphate
1.4,48.07,6.1,29.72,1524.47,74.63,95.46,23.14,220.15,Sandy,Peanut,Compost
2.41,30.05,4.63,26.6,132.98,36.74,133.06,92.34,444.87,Loamy,Tomato,Bone Meal
1.98,15.21,8.32,22.61,71.98,46.04,43.0,52.14,240.61,Sandy,Rice,DAP (Di-Ammonium Phosphate)
0.36,38.91,6.8,28.91,1675.13,63.56,108.35,28.53,459.44,Clayey,Maize,Ammonium Sulphate
1.79,21.89,4.63,19.18,1477.12,73.04,148.98,27.51,310.85,Clayey,Potato,Bone Meal
0.86,42.46,6.16,19.22,1611.81,70.11,115.73,33.78,260.3,Loamy,Wheat,DAP (Di-Ammonium Phosphate)
1.71,45.41,6.07,39.96,1881.43,79.56,143.72,9.09,367.53,Sandy,Maize,DAP (Di-Ammonium Phosphate)
3.56,33.11,7.83,35.33,1187.21,34.14,59.25,25.05,439.85,Sandy,Rice,Superphosphate
2.95,16.65,8.13,14.48,1314.79,81.23,26.62,72.8,166.76,Sandy,Potato,Urea
2.92,30.5,6.27,39.85,1848.86,68.56,118.03,54.69,257.31,Loamy,Cotton,Urea
2.12,31.79,6.52,13.24,1913.78,68.81,116.66,84.82,147.04,Loamy,Cotton,Ammonium Nitrate
3.16,45.99,8.42,19.37,245.75,81.76,50.89,65.17,115.55,Clayey,Maize,Calcium Nitrate
3.27,38.4,8.67,15.31,376.37,77.36,116.31,33.15,106.07,Sandy,Peanut,Compost
3.38,15.69,8.46,18.43,1764.42,81.18,67.93,71.1,421.9,Sandy,Cotton,Bone Meal
1.04,22.65,7.07,35.66,262.03,70.72,11.4,29.65,394.9,Loamy,Soybean,Ammonium Nitrate
3.06,15.49,6.83,10.63,829.38,47.91,135.02,45.14,84.46,Loamy,Peanut,Bone Meal
4.0,35.4,5.87,14.85,1315.56,43.47,128.61,96.58,391.98,Clayey,Cotton,Bone Meal
1.39,7.26,4.09,20.27,1719.7,43.93,42.14,49.39,310.37,Clayey,Maize,DAP (Di-Ammonium Phosphate)
0.56,31.41,6.95,34.86,1291.83,47.13,24.3,43.98,145.94,Loamy,Cotton,Ammonium Sulphate
0.36,48.99,6.65,37.66,657.67,43.67,124.84,5.16,65.03,Loamy,Maize,Potash
1.84,26.88,5.69,15.97,430.66,31.56,84.87,11.35,274.1,Clayey,Soybean,Compost
2.13,18.61,4.72,24.11,1285.86,31.34,129.04,56.66,470.44,Loamy,Maize,Urea
1.22,49.16,5.52,25.03,279.54,83.82,61.89,72.82,162.18,Clayey,Wheat,Ammonium Nitrate
1.63,34.79,8.72,30.59,466.1,45.42,70.84,36.48,280.98,Clayey,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
3.59,40.25,5.05,28.15,852.78,44.29,103.97,48.77,100.6,Loamy,Rice,Superphosphate
1.95,43.02,5.47,16.37,1170.2,89.13,74.99,89.02,182.8,Clayey,Potato,Calcium Nitrate
2.86,36.53,7.03,14.09,1917.81,68.74,103.17,70.79,307.09,Clayey,Peanut,Bone Meal
1.16,38.86,5.2,24.13,149.89,87.89,135.25,44.35,462.11,Clayey,Rice,Calcium Nitrate
2.04,35.71,5.74,13.92,1978.41,36.97,76.75,14.08,239.02,Sandy,Rice,Compost
1.7,32.37,4.66,21.94,673.85,84.67,36.37,38.37,174.23,Sandy,Tomato,Bone Meal
2.78,5.03,5.71,19.03,811.04,68.89,61.48,52.45,422.96,Sandy,Cotton,Potash
0.65,17.31,8.9,22.5,1599.66,50.95,109.92,37.48,62.09,Sandy,Potato,Calcium Nitrate
0.26,39.4,4.28,18.13,1106.8,64.92,34.4,87.28,487.55,Loamy,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
0.69,34.8,7.12,32.65,899.38,34.57,24.22,17.74,456.67,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
1.87,6.98,6.12,36.8,347.6,31.06,70.17,6.04,434.04,Sandy,Maize,DAP (Di-Ammonium Phosphate)
2.49,20.09,4.26,26.34,642.7,47.52,84.14,10.64,214.7,Sandy,Rice,Ammonium Sulphate
0.82,32.04,8.87,10.91,373.82,55.62,77.4,87.16,235.45,Sandy,Wheat,Ammonium Nitrate
0.25,23.69,5.52,30.93,155.33,88.02,46.21,99.39,237.44,Loamy,Peanut,Potash
1.16,38.86,5.2,24.13,149.89,87.89,135.25,44.35,462.11,Clayey,Rice,Calcium Nitrate
2.1,18.72,7.48,17.93,608.89,55.45,52.57,87.95,414.86,Loamy,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
2.26,42.64,7.58,22.96,722.96,63.91,70.07,24.87,497.51,Sandy,Peanut,Potash
0.86,29.77,7.05,29.41,92.71,82.35,103.77,50.57,140.54,Sandy,Potato,DAP (Di-Ammonium Phosphate)
3.56,39.36,4.59,38.13,1062.29,49.66,6.43,44.27,487.55,Sandy,Rice,Urea
3.32,20.42,8.73,10.96,1906.09,57.11,145.77,53.34,104.13,Sandy,Maize,DAP (Di-Ammonium Phosphate)
2.59,37.86,8.86,26.37,468.15,86.72,28.86,78.05,488.97,Loamy,Rice,Compost
0.81,5.99,5.07,22.42,986.6,41.85,7.0,63.44,71.25,Clayey,Potato,Superphosphate
1.93,11.63,8.99,23.82,1183.34,37.83,135.86,12.6,357.44,Clayey,Peanut,Compost
3.53,43.83,6.06,19.86,1634.25,63.94,68.82,12.01,150.97,Loamy,Maize,Ammonium Sulphate
3.23,33.35,5.49,17.07,1854.53,38.96,28.29,8.35,441.78,Sandy,Rice,Calcium Nitrate
0.92,15.58,5.69,30.34,1717.82,74.57,140.89,57.99,240.33,Clayey,Soybean,Compost
3.34,20.3,4.45,16.45,144.62,31.18,82.65,32.18,222.26,Loamy,Wheat,Ammonium Sulphate
0.17,23.77,5.59,24.18,1116.1,52.26,109.54,51.51,376.24,Loamy,Soybean,DAP (Di-Ammonium Phosphate)
1.0,23.28,7.66,37.8,515.14,40.12,107.91,97.28,422.47,Clayey,Tomato,DAP (Di-Ammonium Phosphate)
1.17,39.64,7.05,25.33,1216.62,34.6,50.9,67.28,253.74,Loamy,Soybean,Superphosphate
3.64,16.64,4.63,14.06,603.56,81.97,60.05,11.27,218.5,Sandy,Cotton,Potash
1.6,18.01,6.15,14.74,84.7,62.35,47.63,31.15,344.29,Sandy,Tomato,Ammonium Sulphate
1.9,24.7,5.68,27.98,983.88,58.16,38.23,91.03,81.75,Sandy,Rice,Bone Meal
0.62,30.98,6.12,10.54,1883.82,65.77,116.67,86.45,344.92,Sandy,Wheat,Superphosphate
2.53,44.73,8.83,24.1,1251.18,58.19,72.83,80.17,109.36,Clayey,Maize,Compost
2.61,43.29,8.74,20.1,997.09,31.12,16.27,51.85,53.3,Loamy,Peanut,Bone Meal
3.53,38.62,6.42,24.91,1403.72,89.44,125.19,35.93,389.57,Loamy,Wheat,Compost
3.57,48.11,4.3,11.11,341.51,64.21,127.95,53.48,485.2,Clayey,Rice,Bone Meal
2.63,28.46,5.43,28.61,933.98,58.85,127.56,38.03,481.17,Clayey,Tomato,Bone Meal
0.72,47.12,6.66,17.6,678.06,84.64,144.75,98.11,150.53,Clayey,Rice,DAP (Di-Ammonium Phosphate)
2.19,41.12,4.4,32.08,33.08,71.3,59.04,17.37,451.72,Loamy,Soybean,Compost
2.47,13.95,7.12,20.45,1004.8,68.73,78.63,34.36,480.8,Sandy,Tomato,DAP (Di-Ammonium Phosphate)
1.2,20.09,6.89,36.87,320.26,82.33,20.35,67.41,400.21,Loamy,Soybean,Urea
1.31,17.1,4.42,32.45,1830.5,75.01,119.62,21.93,146.08,Loamy,Cotton,DAP (Di-Ammonium Phosphate)
3.41,23.38,4.0,29.32,1931.25,33.67,103.93,91.16,160.16,Clayey,Peanut,Bone Meal
3.34,45.41,7.19,38.4,1090.47,78.12,123.2,85.14,417.47,Sandy,Tomato,Potash
0.87,32.45,5.53,32.55,830.16,43.53,141.08,29.04,90.02,Loamy,Peanut,Compost
3.9,25.11,7.19,33.4,905.07,53.69,118.77,54.96,202.03,Sandy,Wheat,DAP (Di-Ammonium Phosphate)
2.86,21.35,4.82,19.6,421.76,58.75,124.33,65.54,432.18,Clayey,Rice,DAP (Di-Ammonium Phosphate)
1.96,39.55,8.62,14.23,942.74,62.47,137.11,27.79,487.06,Sandy,Cotton,Urea
2.14,13.64,4.2,37.73,1253.71,42.92,107.86,71.94,162.88,Sandy,Soybean,DAP (Di-Ammonium Phosphate)
2.03,29.59,5.42,20.29,1311.9,68.05,142.63,48.1,61.41,Loamy,Maize,Bone Meal
2.44,6.07,7.76,25.37,888.76,86.89,145.77,58.33,75.3,Loamy,Rice,Urea
1.25,37.78,5.9,13.68,775.13,45.77,56.4,74.47,327.98,Sandy,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
3.97,14.31,8.2,28.78,844.01,78.32,27.58,99.63,401.69,Sandy,Potato,Ammonium Nitrate
2.04,27.72,7.3,21.76,909.87,76.82,81.11,13.2,98.01,Clayey,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
3.29,12.27,5.71,17.55,1389.34,52.35,54.22,69.63,155.37,Loamy,Rice,DAP (Di-Ammonium Phosphate)
3.29,28.13,5.15,35.35,1148.87,86.04,123.99,35.39,498.27,Loamy,Soybean,Urea
1.5,44.47,8.79,19.64,504.03,55.39,47.59,24.48,371.23,Sandy,Wheat,Compost
3.46,36.4,6.67,36.72,132.83,44.17,40.79,95.65,470.67,Clayey,Soybean,Calcium Nitrate
1.03,10.29,8.02,19.88,885.74,62.37,52.29,15.53,307.96,Loamy,Maize,Potash
3.31,19.02,8.24,24.18,1467.73,46.27,82.64,55.48,451.86,Loamy,Rice,Urea
3.6,46.12,7.21,10.47,466.79,34.41,102.24,39.24,368.4,Loamy,Peanut,Calcium Nitrate
1.02,47.86,4.22,38.78,1695.85,60.89,90.38,42.93,491.94,Sandy,Rice,Ammonium Sulphate
2.96,15.2,6.4,10.06,636.55,31.01,54.25,69.08,382.34,Loamy,Potato,DAP (Di-Ammonium Phosphate)
1.03,10.67,4.17,30.44,1219.96,34.44,14.65,79.96,224.88,Sandy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
3.25,16.96,6.52,29.08,1012.01,88.34,147.3,96.56,238.29,Clayey,Potato,Compost
0.73,33.02,8.04,23.91,1964.97,80.66,116.63,29.92,106.54,Clayey,Peanut,Potash
0.1,6.79,6.26,21.33,1535.88,31.12,61.98,18.78,423.2,Clayey,Sugarcane,Ammonium Sulphate
2.55,6.4,4.14,27.34,1001.51,30.8,144.41,12.95,259.86,Clayey,Rice,Superphosphate
2.36,47.02,4.8,31.89,384.69,86.49,142.43,42.03,307.59,Clayey,Peanut,Potash
3.2,49.06,7.55,16.93,1612.42,34.74,46.35,67.86,176.08,Clayey,Peanut,Urea
3.82,31.03,8.13,19.41,1773.86,78.25,46.44,23.11,239.74,Clayey,Maize,Superphosphate
0.78,13.35,6.64,16.0,1362.28,72.86,137.72,73.93,469.83,Clayey,Peanut,Potash
1.61,9.11,7.43,22.55,239.68,82.44,141.83,65.08,54.29,Clayey,Tomato,DAP (Di-Ammonium Phosphate)
2.15,10.02,4.32,14.8,103.32,79.16,128.52,57.65,323.16,Sandy,Tomato,Calcium Nitrate
1.61,40.83,4.32,25.6,1549.66,83.23,6.76,57.98,430.01,Loamy,Wheat,Compost
3.39,23.23,8.29,26.85,1912.45,64.04,13.35,27.68,285.99,Sandy,Soybean,DAP (Di-Ammonium Phosphate)
3.76,47.36,4.75,39.71,866.76,42.78,38.98,63.72,172.69,Sandy,Potato,Calcium Nitrate
0.18,28.03,6.16,35.0,348.82,52.38,47.41,49.93,172.4,Sandy,Soybean,Bone Meal
1.97,32.08,6.15,37.67,1424.38,77.39,62.5,93.5,261.55,Sandy,Maize,Calcium Nitrate
2.15,8.95,5.97,24.37,608.36,78.82,36.76,6.04,283.76,Sandy,Sugarcane,Superphosphate
1.74,33.15,8.73,21.31,1994.76,65.01,135.05,17.48,299.48,Loamy,Sugarcane,Potash
0.74,31.78,8.04,13.77,612.12,43.03,78.02,9.32,129.94,Loamy,Sugarcane,Compost
3.6,42.48,4.02,30.39,1748.0,83.45,88.78,8.94,301.5,Clayey,Maize,DAP (Di-Ammonium Phosphate)
2.47,49.26,6.32,30.27,105.65,57.1,66.24,89.25,496.3,Sandy,Wheat,Potash
3.36,41.75,5.44,26.64,1752.59,73.19,24.0,34.72,401.89,Loamy,Soybean,Bone Meal
1.54,16.85,4.86,19.91,480.65,49.44,111.24,22.81,75.62,Loamy,Cotton,Ammonium Sulphate
2.37,23.03,6.22,12.52,372.83,73.16,23.14,77.45,319.33,Sandy,Soybean,Compost
2.48,20.37,5.37,35.48,378.7,62.9,17.98,5.34,238.49,Sandy,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
1.71,17.45,5.17,38.11,1645.07,85.98,25.83,58.88,206.54,Clayey,Cotton,Potash
3.86,35.01,6.49,31.08,1638.88,47.13,52.51,74.61,332.52,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
2.16,5.72,5.87,30.37,934.35,44.61,50.0,23.34,150.18,Sandy,Maize,Ammonium Sulphate
3.46,42.02,6.94,38.4,1709.56,31.97,76.46,34.36,437.92,Loamy,Cotton,Calcium Nitrate
3.67,29.34,6.72,30.96,1711.21,58.42,8.0,6.07,234.84,Clayey,Wheat,Compost
1.17,7.21,7.6,16.93,1112.23,60.58,31.94,72.72,193.69,Loamy,Peanut,Calcium Nitrate
3.41,37.96,4.76,13.82,656.7,54.39,106.75,87.81,468.93,Sandy,Sugarcane,Calcium Nitrate
1.41,23.29,6.25,19.29,1755.09,56.03,142.16,46.27,108.94,Clayey,Maize,Compost
1.37,14.45,6.02,11.48,1561.87,52.94,38.69,68.46,146.29,Clayey,Cotton,Compost
3.33,28.34,6.12,19.25,1497.12,44.43,67.78,79.47,224.72,Clayey,Cotton,Ammonium Sulphate
1.34,26.05,7.23,16.75,1907.14,32.13,31.13,72.84,287.11,Loamy,Peanut,Ammonium Sulphate
3.6,27.03,7.74,17.89,150.64,36.86,112.0,67.25,137.24,Sandy,Maize,Ammonium Sulphate
3.56,23.5,8.66,32.92,852.0,51.6,78.23,74.12,82.44,Loamy,Peanut,Compost
1.73,16.39,7.89,16.9,1947.87,46.89,69.95,70.19,171.21,Clayey,Peanut,Potash
2.03,48.68,4.64,19.49,715.43,31.21,132.84,59.95,210.42,Sandy,Tomato,Bone Meal
3.21,31.72,8.36,24.62,857.94,55.46,47.4,69.38,190.02,Sandy,Cotton,Ammonium Sulphate
0.12,30.66,6.48,17.34,187.45,55.91,149.51,8.5,361.78,Loamy,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
0.69,29.23,7.3,33.86,1581.18,78.21,52.37,94.85,421.94,Clayey,Cotton,Calcium Nitrate
3.82,14.47,4.94,15.6,157.37,54.95,118.09,73.99,213.98,Sandy,Tomato,Calcium Nitrate
3.21,15.72,6.12,15.98,71.26,44.53,124.14,13.19,83.29,Loamy,Sugarcane,Ammonium Nitrate
2.4,32.44,5.16,32.83,419.48,81.03,118.82,74.95,255.75,Clayey,Potato,Ammonium Nitrate
2.4,14.16,6.26,16.65,22.87,89.87,24.08,29.41,237.38,Loamy,Rice,Compost
3.84,48.46,4.65,24.21,1843.69,51.78,51.53,38.59,420.45,Sandy,Sugarcane,Urea
2.21,30.16,6.43,35.4,689.0,43.7,29.76,82.83,443.5,Loamy,Rice,Urea
1.76,28.61,5.09,23.16,1468.13,70.93,107.44,75.36,317.06,Clayey,Peanut,DAP (Di-Ammonium Phosphate)
3.48,37.55,4.33,29.91,1860.01,51.73,96.22,65.21,266.15,Sandy,Cotton,Potash
2.02,46.71,4.15,23.95,1307.58,76.63,45.45,14.49,493.02,Clayey,Potato,Ammonium Nitrate
1.07,28.92,4.82,39.13,839.74,63.11,67.49,54.99,176.23,Loamy,Maize,Urea
1.37,47.81,8.16,16.04,1128.88,56.3,69.21,35.38,77.81,Loamy,Tomato,Potash
1.73,41.23,5.88,17.34,1226.78,46.0,76.79,95.1,207.38,Loamy,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
3.04,47.65,4.87,14.25,103.11,75.05,37.0,18.86,404.34,Clayey,Soybean,DAP (Di-Ammonium Phosphate)
2.65,13.65,6.47,24.98,1581.5,67.54,138.12,34.28,333.43,Loamy,Maize,Compost
1.43,35.26,6.05,24.12,91.86,84.57,44.41,50.47,259.39,Clayey,Sugarcane,Potash
1.1,24.34,7.06,32.93,1722.73,67.92,112.48,11.93,77.65,Clayey,Peanut,Ammonium Nitrate
0.14,27.52,7.08,21.41,452.66,81.98,37.68,17.7,332.44,Loamy,Potato,Potash
2.01,7.55,5.04,32.78,362.5,52.8,25.72,80.98,69.62,Clayey,Peanut,Compost
3.32,28.15,7.65,26.61,1075.3,62.52,98.14,42.6,236.34,Clayey,Potato,Ammonium Sulphate
2.67,39.49,6.73,28.49,280.65,33.04,118.07,39.07,118.6,Clayey,Tomato,Compost
3.31,30.96,4.26,23.51,39.76,61.75,77.93,84.35,414.44,Loamy,Maize,Superphosphate
2.72,15.44,7.81,25.83,1561.95,58.97,107.78,16.61,474.4,Clayey,Cotton,Superphosphate
2.13,48.77,8.54,18.83,1111.41,39.53,103.83,11.16,377.98,Loamy,Sugarcane,DAP (Di-Ammonium Phosphate)
2.0,24.37,4.2,20.71,1963.22,72.91,38.4,94.19,78.38,Loamy,Soybean,Calcium Nitrate
3.09,48.89,7.27,29.82,154.97,34.23,88.31,17.02,429.6,Clayey,Sugarcane,Superphosphate
2.19,27.62,5.86,21.06,462.35,59.59,118.57,17.95,59.03,Sandy,Soybean,Calcium Nitrate
2.65,10.46,8.03,10.46,199.32,49.49,20.58,18.5,450.79,Loamy,Soybean,Urea
3.91,43.77,5.24,14.62,385.51,70.91,147.61,98.75,406.41,Clayey,Tomato,Potash
1.32,24.02,4.53,21.92,792.05,38.6,128.14,41.71,137.73,Loamy,Sugarcane,Urea
3.67,29.34,6.72,30.96,1711.21,58.42,8.0,6.07,234.84,Clayey,Wheat,Compost
3.36,25.3,4.5,21.94,1841.07,76.13,63.13,40.72,167.31,Clayey,Sugarcane,Superphosphate
2.36,31.94,4.21,30.68,521.67,75.33,18.23,92.16,450.22,Loamy,Cotton,DAP (Di-Ammonium Phosphate)
2.22,20.05,8.35,22.19,1822.54,61.57,79.83,43.06,161.85,Sandy,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
2.46,45.3,5.05,27.71,58.08,70.31,66.84,26.92,449.59,Clayey,Sugarcane,Calcium Nitrate
3.94,36.14,7.87,13.39,574.71,36.81,94.93,6.07,75.18,Loamy,Peanut,Calcium Nitrate
2.64,34.19,8.2,13.49,1593.16,58.87,85.21,28.61,201.01,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
1.37,12.44,4.77,26.11,982.28,81.64,93.97,69.85,322.87,Clayey,Maize,Calcium Nitrate
